no.,pants,shirts,sweaters,towels,t-shirts,accuracy
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,100.0,0.0,0.0,0.0,0.0,100
2,100.0,0.0,0.0,0.0,0.0,100
3,100.0,0.0,0.0,0.0,0.0,100
4,100.0,0.0,0.0,0.0,0.0,100
5,100.0,0.0,0.0,0.0,0.0,100
6,100.0,0.0,0.0,0.0,0.0,100
7,100.0,0.0,0.0,0.0,0.0,100
8,100.0,0.0,0.0,0.0,0.0,100
9,100.0,0.0,0.0,0.0,0.0,100
10,100.0,0.0,0.0,0.0,0.0,100
11,100.0,0.0,0.0,0.0,0.0,100
12,100.0,0.0,0.0,0.0,0.0,100
13,100.0,0.0,0.0,0.0,0.0,100
14,100.0,0.0,0.0,0.0,0.0,100
15,100.0,0.0,0.0,0.0,0.0,100
16,100.0,0.0,0.0,0.0,0.0,100
17,100.0,0.0,0.0,0.0,0.0,100
18,100.0,0.0,0.0,0.0,0.0,100
19,100.0,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0.0,100
2,50.0,0.0,0.0,0.0,0.0,100
3,66.66666666666666,0.0,0.0,0.0,0.0,100
4,75.0,0.0,0.0,0.0,0.0,100
5,80.0,0.0,0.0,0.0,0.0,100
6,83.33333333333334,0.0,0.0,0.0,0.0,100
7,85.71428571428571,0.0,0.0,0.0,0.0,100
8,87.5,0.0,0.0,0.0,0.0,100
9,88.88888888888889,0.0,0.0,0.0,0.0,100
10,90.0,0.0,0.0,0.0,0.0,100
11,90.9090909090909,0.0,0.0,0.0,0.0,100
12,91.66666666666666,0.0,0.0,0.0,0.0,100
13,92.3076923076923,0.0,0.0,0.0,0.0,100
14,92.85714285714286,0.0,0.0,0.0,0.0,100
15,93.33333333333333,0.0,0.0,0.0,0.0,100
16,93.75,0.0,0.0,0.0,0.0,100
17,94.11764705882352,0.0,0.0,0.0,0.0,100
18,94.44444444444444,0.0,0.0,0.0,0.0,100
19,94.73684210526315,0.0,0.0,0.0,0.0,100
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
1,0.0,100.0,0.0,0.0,0.0,100
2,0.0,50.0,50.0,0.0,0.0,100
3,0.0,33.33333333333333,66.66666666666666,0.0,0.0,100
4,0.0,25.0,75.0,0.0,0.0,100
5,0.0,20.0,80.0,0.0,0.0,100
6,0.0,33.33333333333333,66.66666666666666,0.0,0.0,100
7,0.0,42.857142857142854,57.14285714285714,0.0,0.0,100
8,0.0,50.0,50.0,0.0,0.0,100
9,0.0,55.55555555555556,44.44444444444444,0.0,0.0,100
10,0.0,60.0,40.0,0.0,0.0,100
11,0.0,63.63636363636363,36.36363636363637,0.0,0.0,100
12,0.0,66.66666666666666,33.33333333333333,0.0,0.0,100
13,0.0,69.23076923076923,30.76923076923077,0.0,0.0,100
14,0.0,71.42857142857143,28.57142857142857,0.0,0.0,100
15,0.0,73.33333333333333,26.666666666666668,0.0,0.0,100
16,0.0,75.0,25.0,0.0,0.0,100
17,0.0,76.47058823529412,23.52941176470588,0.0,0.0,100
18,0.0,77.77777777777779,22.22222222222222,0.0,0.0,100
19,0.0,78.94736842105263,21.052631578947366,0.0,0.0,100
20,0,0,0,0,0,1
21,0,0,0,0,0,1
22,0,0,0,0,0,1
23,0,0,0,0,0,1
24,0,0,0,0,0,1
25,0,0,0,0,0,1
26,0,0,0,0,0,1
27,0,0,0,0,0,1
28,0,0,0,0,0,1
29,0,0,0,0,0,1
30,0,0,0,0,0,1
31,0,0,0,0,0,1
32,0,0,0,0,0,1
33,0,0,0,0,0,1
34,0,0,0,0,0,1
35,0,0,0,0,0,1
36,0,0,0,0,0,1
37,0,0,0,0,0,1
38,0,0,0,0,0,1
39,0,0,0,0,0,1
40,0,0,0,0,0,1
41,0,0,0,0,0,1
42,0,0,0,0,0,1
43,0,0,0,0,0,1
44,0,0,0,0,0,1
45,0,0,0,0,0,1
46,0,0,0,0,0,1
47,0,0,0,0,0,1
48,0,0,0,0,0,1
49,0,0,0,0,0,1
50,0,0,0,0,0,1
51,0,0,0,0,0,1
52,0,0,0,0,0,1
53,0,0,0,0,0,1
54,0,0,0,0,0,1
55,0,0,0,0,0,1
56,0,0,0,0,0,1
57,0,0,0,0,0,1
58,0,0,0,0,0,1
59,0,0,0,0,0,1
60,0,0,0,0,0,1
1,0.0,0.0,100.0,0.0,0.0,100
2,0.0,0.0,100.0,0.0,0.0,100
3,0.0,33.33333333333333,66.66666666666666,0.0,0.0,100
4,0.0,50.0,50.0,0.0,0.0,100
5,0.0,40.0,60.0,0.0,0.0,100
6,0.0,50.0,50.0,0.0,0.0,100
7,0.0,57.14285714285714,42.857142857142854,0.0,0.0,100
8,0.0,62.5,37.5,0.0,0.0,100
9,0.0,66.66666666666666,33.33333333333333,0.0,0.0,100
10,0.0,70.0,30.0,0.0,0.0,100
11,0.0,72.72727272727273,27.27272727272727,0.0,0.0,100
12,0.0,75.0,25.0,0.0,0.0,100
13,0.0,76.92307692307693,23.076923076923077,0.0,0.0,100
14,0.0,78.57142857142857,21.428571428571427,0.0,0.0,100
15,0.0,80.0,20.0,0.0,0.0,100
16,0.0,81.25,18.75,0.0,0.0,100
17,0.0,82.35294117647058,17.647058823529413,0.0,0.0,100
18,0.0,83.33333333333334,16.666666666666664,0.0,0.0,100
19,0.0,84.21052631578947,15.789473684210526,0.0,0.0,100
20,0,0,0,0,0,1
21,0,0,0,0,0,1
22,0,0,0,0,0,1
23,0,0,0,0,0,1
24,0,0,0,0,0,1
25,0,0,0,0,0,1
26,0,0,0,0,0,1
27,0,0,0,0,0,1
28,0,0,0,0,0,1
29,0,0,0,0,0,1
30,0,0,0,0,0,1
31,0,0,0,0,0,1
32,0,0,0,0,0,1
33,0,0,0,0,0,1
34,0,0,0,0,0,1
35,0,0,0,0,0,1
36,0,0,0,0,0,1
37,0,0,0,0,0,1
38,0,0,0,0,0,1
39,0,0,0,0,0,1
40,0,0,0,0,0,1
41,0,0,0,0,0,1
42,0,0,0,0,0,1
43,0,0,0,0,0,1
44,0,0,0,0,0,1
45,0,0,0,0,0,1
46,0,0,0,0,0,1
47,0,0,0,0,0,1
48,0,0,0,0,0,1
49,0,0,0,0,0,1
50,0,0,0,0,0,1
51,0,0,0,0,0,1
52,0,0,0,0,0,1
53,0,0,0,0,0,1
54,0,0,0,0,0,1
55,0,0,0,0,0,1
56,0,0,0,0,0,1
57,0,0,0,0,0,1
58,0,0,0,0,0,1
59,0,0,0,0,0,1
60,0,0,0,0,0,1
1,0.0,100.0,0.0,0.0,0.0,100
2,0.0,100.0,0.0,0.0,0.0,100
3,0.0,100.0,0.0,0.0,0.0,100
4,0.0,100.0,0.0,0.0,0.0,100
5,0.0,100.0,0.0,0.0,0.0,100
6,0.0,100.0,0.0,0.0,0.0,100
7,0.0,100.0,0.0,0.0,0.0,100
8,0.0,100.0,0.0,0.0,0.0,100
9,0.0,100.0,0.0,0.0,0.0,100
10,0.0,100.0,0.0,0.0,0.0,100
11,0.0,100.0,0.0,0.0,0.0,100
12,0.0,100.0,0.0,0.0,0.0,100
13,0.0,100.0,0.0,0.0,0.0,100
14,0.0,100.0,0.0,0.0,0.0,100
15,0.0,100.0,0.0,0.0,0.0,100
16,0.0,100.0,0.0,0.0,0.0,100
17,0.0,100.0,0.0,0.0,0.0,100
18,0.0,100.0,0.0,0.0,0.0,100
19,0.0,100.0,0.0,0.0,0.0,100
20,0,0,0,0,0,1
21,0,0,0,0,0,1
22,0,0,0,0,0,1
23,0,0,0,0,0,1
24,0,0,0,0,0,1
25,0,0,0,0,0,1
26,0,0,0,0,0,1
27,0,0,0,0,0,1
28,0,0,0,0,0,1
29,0,0,0,0,0,1
30,0,0,0,0,0,1
31,0,0,0,0,0,1
32,0,0,0,0,0,1
33,0,0,0,0,0,1
34,0,0,0,0,0,1
35,0,0,0,0,0,1
36,0,0,0,0,0,1
37,0,0,0,0,0,1
38,0,0,0,0,0,1
39,0,0,0,0,0,1
40,0,0,0,0,0,1
41,0,0,0,0,0,1
42,0,0,0,0,0,1
43,0,0,0,0,0,1
44,0,0,0,0,0,1
45,0,0,0,0,0,1
46,0,0,0,0,0,1
47,0,0,0,0,0,1
48,0,0,0,0,0,1
49,0,0,0,0,0,1
50,0,0,0,0,0,1
51,0,0,0,0,0,1
52,0,0,0,0,0,1
53,0,0,0,0,0,1
54,0,0,0,0,0,1
55,0,0,0,0,0,1
56,0,0,0,0,0,1
57,0,0,0,0,0,1
58,0,0,0,0,0,1
59,0,0,0,0,0,1
60,0,0,0,0,0,1
1,0.0,100.0,0.0,0.0,0.0,100
2,0.0,50.0,50.0,0.0,0.0,100
3,0.0,33.33333333333333,66.66666666666666,0.0,0.0,100
4,0.0,25.0,75.0,0.0,0.0,100
5,0.0,20.0,80.0,0.0,0.0,100
6,0.0,33.33333333333333,66.66666666666666,0.0,0.0,100
7,0.0,42.857142857142854,57.14285714285714,0.0,0.0,100
8,0.0,50.0,50.0,0.0,0.0,100
9,0.0,55.55555555555556,44.44444444444444,0.0,0.0,100
10,0.0,60.0,40.0,0.0,0.0,100
