no,x,y,z,begin
45,0.53328,-0.0243403,-0.0383294,normal
46,0.506097,-0.157216,-0.0898387,normal
47,0.530832,-0.139829,-0.0933641,normal
48,0.531878,-0.0120634,-0.0854081,normal
49,0.515063,-0.00365517,-0.101366,normal
50,0.555426,-0.571304,-0.139713,normal
51,0.564106,-0.539765,-0.136239,normal
52,0.542814,-0.1286,-0.119506,normal
53,0.500163,-0.041348,-0.144001,normal
no,x,y,z,end
no,x,y,z,begin
0,1.01113,-0.204241,0.0427722,normal
1,0.996081,-0.222585,0.0542727,normal
2,0.99614,-0.194096,0.0433297,normal
3,0.998909,-0.166713,0.0441292,normal
4,0.96728,-0.14457,0.0182766,normal
5,0.630758,-0.44053,-0.116724,normal
6,0.648099,-0.39213,-0.117769,normal
7,0.63068,-0.449284,-0.123254,normal
8,0.631926,-0.430332,-0.123095,normal
9,0.648116,-0.392536,-0.120621,normal
10,0.514378,0.466916,0.540802,normal
11,0.509924,0.469062,0.521016,normal
12,0.548233,-0.0741305,0.0356223,normal
13,0.551811,-0.106909,-0.00696354,normal
14,0.555866,-0.0758184,0.00496083,normal
15,0.548115,-0.0460997,-0.00567132,normal
16,0.555788,-0.112768,-0.0438581,normal
17,0.569678,-0.0751178,-0.0426591,normal
18,0.556028,-0.0398348,-0.0461853,normal
19,0.559288,-0.11395,-0.0900997,normal
20,0.579842,-0.0758651,-0.086737,normal
21,0.562176,-0.0291297,-0.0888139,normal
22,0.594459,-0.473308,-0.132384,normal
23,0.622137,-0.446749,-0.130729,normal
24,0.550261,-0.123773,-0.120529,normal
25,0.541818,-0.0136817,-0.119294,normal
26,0.482182,0.469045,0.546417,normal
27,0.480865,0.470818,0.506924,normal
28,0.466997,0.48431,0.476891,normal
29,0.457214,0.493914,0.466617,normal
30,0.499193,-0.0870413,0.185146,normal
31,0.504981,-0.111756,0.142969,normal
32,0.505961,-0.0817569,0.154917,normal
33,0.497315,-0.0528098,0.140651,normal
34,0.515937,-0.11369,0.105302,normal
35,0.520499,-0.0794816,0.107302,normal
36,0.503823,-0.0478563,0.103936,normal
37,0.53047,-0.117201,0.0558223,normal
38,0.536625,-0.0785485,0.0582395,normal
39,0.516014,-0.0427767,0.0559149,normal
40,0.539161,-0.123426,0.0076907,normal
41,0.542994,-0.0826503,0.0248634,normal
42,0.528714,-0.03723,0.00982563,normal
43,0.510663,-0.157072,-0.0283817,normal
44,0.53646,-0.137616,-0.0387927,normal
45,0.53259,-0.0245121,-0.0382491,normal
46,0.506326,-0.157074,-0.0918784,normal
47,0.531443,-0.139851,-0.0950052,normal
48,0.536895,-0.0121947,-0.0790185,normal
49,0.558357,-0.471435,-0.137258,normal
50,0.542268,-0.452169,-0.140151,normal
51,0.543871,-0.130872,-0.120117,normal
52,0.498656,-0.0400432,-0.142068,normal
no,x,y,z,end
no,x,y,z,begin
0,1.01262,-0.213813,0.0307874,normal
1,1.00916,-0.21922,0.0248906,normal
2,1.0104,-0.215689,0.02734,normal
3,0.995154,-0.222181,0.032149,normal
4,0.995619,-0.208282,0.0468682,normal
5,0.998781,-0.220825,0.0227406,normal
6,0.999053,-0.210188,0.0191487,normal
7,0.821505,-0.258593,-0.0494815,normal
8,0.767786,-0.287396,-0.0493773,normal
9,0.791256,-0.266816,-0.0460286,normal
10,0.727934,-0.30227,-0.0467283,normal
11,0.746047,-0.284384,-0.0437666,normal
12,0.708989,-0.317314,-0.0633599,normal
13,0.703263,-0.323576,-0.0693285,normal
14,0.514057,0.467055,0.54143,normal
15,0.510594,0.468823,0.521938,normal
16,0.548317,-0.0785839,0.0352852,normal
17,0.551691,-0.106878,-0.00678517,normal
18,0.555825,-0.0759381,0.0053674,normal
19,0.548207,-0.0469407,-0.00457726,normal
20,0.555928,-0.113127,-0.0434047,normal
21,0.570098,-0.0753089,-0.0428611,normal
22,0.555071,-0.0396051,-0.0457889,normal
23,0.559292,-0.114111,-0.0909626,normal
24,0.580272,-0.0759658,-0.0871201,normal
25,0.562762,-0.0299798,-0.0893492,normal
26,0.559478,-0.113209,-0.123357,normal
27,0.56353,-0.101227,-0.129387,normal
28,0.575674,-0.0283836,-0.120205,normal
29,0.480111,0.468482,0.546622,normal
30,0.501593,-0.102713,0.484438,normal
31,0.480313,0.470931,0.507402,normal
32,0.502048,-0.108819,0.481811,normal
33,0.502038,-0.0976202,0.479847,normal
34,0.467757,0.483757,0.476851,normal
35,0.457746,0.493603,0.46788,normal
36,0.498982,-0.0879907,0.1858,normal
37,0.504675,-0.11226,0.144904,normal
38,0.505916,-0.0818722,0.155479,normal
39,0.497749,-0.0524658,0.141768,normal
40,0.516494,-0.113831,0.105385,normal
41,0.520525,-0.0794642,0.107252,normal
42,0.504569,-0.0478458,0.10395,normal
43,0.53037,-0.117493,0.0554969,normal
44,0.536485,-0.0783463,0.0584815,normal
45,0.516017,-0.0427633,0.0561167,normal
46,0.538963,-0.123687,0.00763325,normal
47,0.543324,-0.0833674,0.0248375,normal
48,0.528871,-0.0373141,0.00936675,normal
49,0.51828,-0.156962,-0.0492467,normal
50,0.536337,-0.138458,-0.0406883,normal
51,0.532556,-0.0243133,-0.0380379,normal
52,0.507381,-0.157054,-0.0879896,normal
53,0.531076,-0.140383,-0.0942343,normal
54,0.536485,-0.0135499,-0.0789795,normal
55,0.544133,-0.131914,-0.11977,normal
56,0.500504,-0.039411,-0.143755,normal
no,x,y,z,end
no,x,y,z,begin
0,0.926087,0.238557,-0.00217287,normal
1,0.912771,-0.276612,-0.0179466,normal
2,0.919201,-0.260716,-0.00815037,normal
3,0.933425,-0.176268,0.00966914,normal
4,0.917431,-0.158894,0.00314787,normal
5,0.908931,0.26463,0.000113204,normal
6,0.90282,0.278614,0.00264414,normal
7,0.913509,-0.276226,-0.0202493,normal
8,0.914637,-0.265931,-0.0218473,normal
9,0.910471,-0.27561,-0.0167489,normal
10,0.910069,-0.264364,-0.00499396,normal
11,0.900325,-0.152714,0.000682414,normal
12,0.512787,0.467791,0.542324,normal
13,0.510996,0.468767,0.52051,normal
14,0.547716,-0.0743206,0.033436,normal
15,0.551178,-0.106476,-0.00769091,normal
16,0.555178,-0.0759846,0.00495176,normal
17,0.548535,-0.0461516,-0.00600521,normal
18,0.555369,-0.11201,-0.0445266,normal
19,0.569243,-0.0750355,-0.042735,normal
20,0.555851,-0.0399292,-0.0458719,normal
21,0.55845,-0.113794,-0.0908323,normal
22,0.578912,-0.0761883,-0.0870864,normal
23,0.562423,-0.0296187,-0.0887825,normal
24,0.553876,-0.0949239,-0.124817,normal
25,0.48453,0.46862,0.547699,normal
26,0.501834,-0.100703,0.48828,normal
27,0.479863,0.471222,0.507506,normal
28,0.500834,-0.0931168,0.480068,normal
29,0.467394,0.484135,0.476451,normal
30,0.457431,0.493905,0.466909,normal
31,0.498785,-0.0860639,0.185448,normal
32,0.504141,-0.112224,0.146307,normal
33,0.505535,-0.0814532,0.154928,normal
34,0.497664,-0.0533016,0.14226,normal
35,0.515794,-0.113732,0.105232,normal
36,0.520013,-0.0795208,0.107301,normal
37,0.504056,-0.0478012,0.104018,normal
38,0.530154,-0.116539,0.0558101,normal
39,0.536334,-0.0785045,0.0574715,normal
40,0.515566,-0.0424109,0.055784,normal
41,0.538366,-0.123131,0.00760873,normal
42,0.542982,-0.0813811,0.0245031,normal
43,0.528448,-0.0369189,0.00952509,normal
44,0.515466,-0.157041,-0.0391141,normal
45,0.536185,-0.136587,-0.0385107,normal
46,0.53331,-0.0242452,-0.0384925,normal
47,0.507846,-0.157144,-0.0899637,normal
48,0.530708,-0.139753,-0.0932828,normal
49,0.531836,-0.0116349,-0.0870832,normal
50,0.516378,-0.00411312,-0.103237,normal
51,0.541315,-0.131225,-0.118605,normal
52,0.535167,-0.0933201,-0.130913,normal
53,0.49885,-0.0413977,-0.1441,normal
no,x,y,z,end
no,x,y,z,begin
0,0.91351,-0.276052,-0.0174533,normal
1,0.918911,-0.263365,-0.00853989,normal
2,0.915538,-0.263729,-0.0218239,normal
3,0.911438,-0.275119,-0.0163427,normal
4,0.51376,0.466945,0.540423,normal
5,0.510664,0.468489,0.522052,normal
6,0.547779,-0.0718936,0.0348203,normal
7,0.551745,-0.107205,-0.00616057,normal
8,0.555759,-0.0760201,0.00472073,normal
9,0.548344,-0.0460563,-0.0057238,normal
10,0.555814,-0.112847,-0.0433204,normal
11,0.569733,-0.0751678,-0.0428257,normal
12,0.555708,-0.0399219,-0.0459926,normal
13,0.558787,-0.114229,-0.0905346,normal
14,0.579678,-0.0758594,-0.0864724,normal
15,0.563163,-0.0300117,-0.0890517,normal
16,0.550276,-0.123891,-0.119342,normal
17,0.480793,0.469042,0.546425,normal
18,0.480524,0.47088,0.506947,normal
19,0.46725,0.484031,0.476801,normal
20,0.457224,0.49384,0.467419,normal
21,0.498859,-0.0869695,0.186454,normal
22,0.504503,-0.112488,0.143559,normal
23,0.50589,-0.0812733,0.154787,normal
24,0.497783,-0.0535691,0.141078,normal
25,0.516447,-0.113818,0.105563,normal
26,0.520703,-0.0794491,0.107358,normal
27,0.504424,-0.0479859,0.103223,normal
28,0.530727,-0.117338,0.0556187,normal
29,0.536399,-0.0786118,0.0578164,normal
30,0.515991,-0.0428792,0.0560962,normal
31,0.503837,-0.158724,-0.0150325,normal
32,0.538633,-0.124192,0.00766218,normal
33,0.543212,-0.0812781,0.0254024,normal
34,0.528515,-0.0370998,0.00968994,normal
35,0.513119,-0.157536,-0.045447,normal
36,0.535659,-0.138867,-0.0401513,normal
37,0.532834,-0.0244621,-0.0383193,normal
38,0.506752,-0.157912,-0.0890847,normal
39,0.531302,-0.140352,-0.0935763,normal
40,0.530883,-0.0120947,-0.0851811,normal
41,0.519506,-0.0035511,-0.0994934,normal
42,0.546718,-0.129882,-0.120583,normal
43,0.498076,-0.0412505,-0.145417,normal
no,x,y,z,end
no,x,y,z,begin
0,0.977025,-0.274155,0.00430579,normal
1,0.974869,-0.260349,0.00993417,normal
2,0.875687,-0.288769,-0.00925583,normal
3,0.884418,-0.271013,0.00268093,normal
4,0.873548,-0.296105,-0.0204106,normal
5,0.82032,-0.266629,-0.0351008,normal
6,0.511387,0.468687,0.538277,normal
7,0.508965,0.469594,0.52125,normal
8,0.547845,-0.0747857,0.0342915,normal
9,0.551468,-0.107038,-0.00571799,normal
10,0.555212,-0.0760922,0.00508797,normal
11,0.548356,-0.0461329,-0.00462265,normal
12,0.555691,-0.112626,-0.0435741,normal
13,0.569552,-0.0751203,-0.0427148,normal
14,0.555582,-0.0399828,-0.0460977,normal
15,0.558874,-0.113784,-0.089018,normal
16,0.579935,-0.0759008,-0.0868433,normal
17,0.562543,-0.0296915,-0.0887006,normal
18,0.480849,0.468179,0.54364,normal
19,0.502466,-0.113763,0.489391,normal
20,0.50145,-0.100774,0.485509,normal
21,0.480635,0.471056,0.506905,normal
22,0.500108,-0.084916,0.461174,normal
23,0.467169,0.484325,0.477168,normal
24,0.458022,0.493338,0.46884,normal
25,0.498819,-0.0865117,0.185331,normal
26,0.504285,-0.111795,0.142328,normal
27,0.505444,-0.0815705,0.155112,normal
28,0.497893,-0.05337,0.142917,normal
29,0.516226,-0.113577,0.105279,normal
30,0.520533,-0.0794107,0.107223,normal
31,0.504471,-0.0480257,0.103151,normal
32,0.530295,-0.117064,0.0553918,normal
33,0.536612,-0.0786414,0.0578965,normal
34,0.515781,-0.042273,0.0559099,normal
35,0.538814,-0.12331,0.00828794,normal
36,0.542984,-0.0816381,0.0252424,normal
37,0.52875,-0.0366335,0.00969666,normal
38,0.515666,-0.156842,-0.046799,normal
39,0.537178,-0.137347,-0.0392681,normal
40,0.533042,-0.0243671,-0.0383185,normal
41,0.50707,-0.157669,-0.0853645,normal
42,0.531059,-0.140294,-0.0930949,normal
43,0.532746,-0.0116006,-0.0853289,normal
44,0.513876,-0.00244462,-0.104209,normal
45,0.539582,-0.128479,-0.122109,normal
46,0.499644,-0.0418996,-0.143617,normal
no,x,y,z,end
no,x,y,z,begin
0,0.91281,-0.276281,-0.0177703,normal
1,0.918203,-0.259104,-0.00898644,normal
2,0.915704,-0.263549,-0.021178,normal
3,0.910186,-0.264194,-0.00346278,normal
4,0.597766,-0.0619636,-0.10187,normal
5,0.512489,0.467686,0.540328,normal
6,0.510624,0.468967,0.52169,normal
7,0.547462,-0.0709487,0.0342043,normal
8,0.550951,-0.105983,-0.00714058,normal
9,0.555159,-0.0756899,0.00470264,normal
10,0.548932,-0.0462697,-0.00466903,normal
11,0.555196,-0.111996,-0.0443412,normal
12,0.569184,-0.0750707,-0.042694,normal
13,0.555898,-0.0397226,-0.0459304,normal
14,0.558551,-0.113224,-0.089332,normal
15,0.579461,-0.0754225,-0.0862577,normal
16,0.562588,-0.0294511,-0.0883457,normal
17,0.562881,-0.0267626,-0.119308,normal
18,0.48096,0.469312,0.547973,normal
19,0.480253,0.470977,0.506962,normal
20,0.467048,0.484176,0.477093,normal
21,0.457454,0.493656,0.467658,normal
22,0.498516,-0.0826045,0.184874,normal
23,0.504763,-0.111311,0.141255,normal
24,0.505478,-0.0811921,0.155003,normal
25,0.497763,-0.0537727,0.141392,normal
26,0.515888,-0.113013,0.105008,normal
27,0.520014,-0.0794804,0.107423,normal
28,0.503985,-0.0473035,0.103345,normal
29,0.53009,-0.116326,0.0556393,normal
30,0.536312,-0.0786082,0.0578123,normal
31,0.515795,-0.0419711,0.0558755,normal
32,0.537817,-0.123035,0.00761312,normal
33,0.543092,-0.0834586,0.0241557,normal
34,0.527822,-0.0364805,0.0092296,normal
35,0.52298,-0.154946,-0.0394446,normal
36,0.536585,-0.136363,-0.0388797,normal
37,0.532726,-0.0240397,-0.0379972,normal
38,0.506028,-0.157237,-0.0892835,normal
39,0.530294,-0.139781,-0.0926684,normal
40,0.533475,-0.0130731,-0.0774947,normal
41,0.496153,-0.0409812,-0.142762,normal
no,x,y,z,end
no,x,y,z,begin
0,0.990882,-0.22361,0.0435415,normal
1,0.991292,-0.213747,0.0472844,normal
2,0.965829,-0.27985,0.00160468,normal
3,0.976188,-0.240429,0.0154883,normal
4,0.981475,-0.216282,0.0191863,normal
5,0.958534,-0.278871,-0.00073202,normal
6,0.95788,-0.266981,-0.000520602,normal
7,0.919138,-0.179653,0.0183147,normal
8,0.920649,-0.159633,0.00449726,normal
9,0.909012,0.0182778,0.0174883,normal
10,0.895177,0.0340419,0.00921148,normal
11,0.906531,0.268071,7.96765e-05,normal
12,0.903225,0.28021,-0.00653976,normal
13,0.597532,-0.0851711,-0.103664,normal
14,0.640554,-0.50365,-0.123767,normal
15,0.637892,-0.456966,-0.125449,normal
16,0.63243,-0.429231,-0.123818,normal
17,0.513637,0.466865,0.540476,normal
18,0.510339,0.46869,0.521384,normal
19,0.547997,-0.07175,0.0344171,normal
20,0.550809,-0.105621,-0.00672208,normal
21,0.554998,-0.0761015,0.00497754,normal
22,0.548697,-0.0462729,-0.00506814,normal
23,0.555309,-0.111768,-0.0443297,normal
24,0.568766,-0.0750131,-0.0426757,normal
25,0.555893,-0.0396745,-0.0460286,normal
26,0.558171,-0.11363,-0.0894782,normal
27,0.57915,-0.0759583,-0.087071,normal
28,0.563073,-0.0300903,-0.0881736,normal
29,0.602829,-0.53066,-0.131238,normal
30,0.589446,-0.476655,-0.132668,normal
31,0.512456,0.4186,-0.153441,normal
32,0.482966,0.468399,0.546587,normal
33,0.502749,-0.0979971,0.487188,normal
34,0.481231,0.47045,0.507021,normal
35,0.500183,-0.0860126,0.459323,normal
36,0.467881,0.483953,0.476672,normal
37,0.456928,0.493752,0.467084,normal
38,0.499128,-0.0906396,0.18382,normal
39,0.504253,-0.11119,0.14217,normal
40,0.505291,-0.0812951,0.155191,normal
41,0.497549,-0.0538436,0.142078,normal
42,0.515732,-0.113269,0.10514,normal
43,0.519718,-0.0795232,0.107445,normal
44,0.504109,-0.0475231,0.103271,normal
45,0.52934,-0.116354,0.0559823,normal
46,0.536002,-0.0786712,0.0580737,normal
47,0.516023,-0.0420885,0.05613,normal
48,0.537674,-0.123127,0.00700971,normal
49,0.542785,-0.0813653,0.0235855,normal
50,0.527667,-0.0364136,0.00923213,normal
51,0.516631,-0.156822,-0.0374725,normal
52,0.536013,-0.136689,-0.0389651,normal
53,0.532387,-0.0242711,-0.0386215,normal
54,0.505606,-0.156842,-0.0890844,normal
55,0.529943,-0.140072,-0.092852,normal
56,0.532523,-0.0115977,-0.0886528,normal
57,0.519126,-0.00428773,-0.100974,normal
58,0.538629,-0.566581,-0.144188,normal
59,0.564443,-0.542064,-0.137014,normal
60,0.569973,-0.473791,-0.134302,normal
61,0.50026,-0.0394927,-0.144074,normal
62,0.490345,0.424191,-0.156404,normal
63,0.46173,0.475572,-0.163091,normal
64,0.458896,0.476701,-0.170031,normal
no,x,y,z,end
no,x,y,z,begin
0,0.971878,-0.178107,0.0393908,normal
1,0.973623,-0.170105,0.0469449,normal
2,0.964477,-0.194814,0.0172806,normal
3,0.914495,-0.275612,-0.0144354,normal
4,0.922261,-0.257498,-0.0025622,normal
5,0.956118,-0.202458,0.00495389,normal
6,0.908777,0.263999,0.000598118,normal
7,0.903498,0.278961,-0.00648262,normal
8,0.915524,-0.26383,-0.0214341,normal
9,0.910482,-0.275611,-0.0146414,normal
10,0.910351,-0.263454,-0.0103478,normal
11,0.910671,-0.265678,-0.0247545,normal
12,0.512274,0.467899,0.541013,normal
13,0.510918,0.468661,0.520759,normal
14,0.547568,-0.0721828,0.0347209,normal
15,0.551346,-0.106048,-0.00783029,normal
16,0.554851,-0.0757849,0.00484759,normal
17,0.549095,-0.0463777,-0.00482775,normal
18,0.555438,-0.111665,-0.0446314,normal
19,0.569136,-0.0750109,-0.042645,normal
20,0.555818,-0.0392754,-0.046277,normal
21,0.558499,-0.113453,-0.0904366,normal
22,0.578876,-0.0754945,-0.0864281,normal
23,0.563005,-0.0293844,-0.0889845,normal
24,0.551945,-0.119453,-0.118608,normal
25,0.485052,0.467955,0.545777,normal
26,0.502044,-0.107947,0.49406,normal
27,0.503956,-0.0983191,0.489459,normal
28,0.480209,0.471028,0.507501,normal
29,0.500139,-0.0854587,0.459074,normal
30,0.467717,0.483789,0.476654,normal
31,0.457743,0.493603,0.467298,normal
32,0.499008,-0.0875979,0.186545,normal
33,0.504253,-0.111564,0.142792,normal
34,0.505187,-0.0814595,0.155043,normal
35,0.498222,-0.0540769,0.141459,normal
36,0.515642,-0.112953,0.10506,normal
37,0.519861,-0.0794584,0.107285,normal
38,0.503535,-0.0474021,0.103451,normal
39,0.529938,-0.116248,0.0562026,normal
40,0.536254,-0.0785461,0.0577852,normal
41,0.516013,-0.042169,0.0560983,normal
42,0.537759,-0.12326,0.00701623,normal
43,0.543291,-0.083242,0.0242078,normal
44,0.528049,-0.0364147,0.00907727,normal
45,0.512019,-0.156331,-0.0462328,normal
46,0.535653,-0.136681,-0.0393133,normal
47,0.532496,-0.0242862,-0.0373553,normal
48,0.505575,-0.156874,-0.0842307,normal
49,0.530463,-0.139658,-0.0916557,normal
50,0.536965,-0.0131812,-0.0800793,normal
51,0.499589,-0.0404861,-0.147974,normal
no,x,y,z,end
no,x,y,z,begin
0,0.913525,-0.276226,-0.0172087,normal
1,0.923541,-0.255478,-0.00322822,normal
2,0.917728,-0.158119,0.00518629,normal
3,0.915764,-0.262781,-0.0214508,normal
4,0.889365,-0.238416,-0.00531076,normal
5,0.881296,-0.219567,-0.00776428,normal
6,0.902313,-0.156236,0.00799039,normal
7,0.909656,-0.265629,-0.0262282,normal
8,0.513572,0.466923,0.53862,normal
9,0.51118,0.468335,0.521497,normal
10,0.548267,-0.078078,0.0343393,normal
11,0.55145,-0.106665,-0.00696585,normal
12,0.555275,-0.076118,0.00527717,normal
13,0.548338,-0.0463924,-0.00510514,normal
14,0.555236,-0.111928,-0.0438587,normal
15,0.569079,-0.075141,-0.0427989,normal
16,0.555445,-0.0395186,-0.046483,normal
17,0.558652,-0.11358,-0.0894748,normal
18,0.579175,-0.0756363,-0.086653,normal
19,0.562366,-0.0294696,-0.088902,normal
20,0.52595,0.253912,-0.114832,normal
21,0.565818,-0.0258032,-0.118997,normal
22,0.531845,0.245762,-0.136905,normal
23,0.522426,0.251747,-0.128179,normal
24,0.477689,0.468753,0.543785,normal
25,0.501106,-0.096025,0.489691,normal
26,0.480523,0.471212,0.506621,normal
27,0.500843,-0.0931168,0.481818,normal
28,0.467537,0.48393,0.476553,normal
29,0.456305,0.494037,0.467229,normal
30,0.498964,-0.0883943,0.185491,normal
31,0.504263,-0.11208,0.142432,normal
32,0.505377,-0.0813223,0.155172,normal
33,0.498051,-0.053608,0.141952,normal
34,0.516167,-0.113471,0.104988,normal
35,0.520124,-0.0794684,0.107259,normal
36,0.503974,-0.047527,0.103343,normal
37,0.529859,-0.116629,0.0561145,normal
38,0.536168,-0.0783899,0.0578045,normal
39,0.515289,-0.042256,0.056093,normal
40,0.538184,-0.123276,0.00771472,normal
41,0.542868,-0.0808852,0.0241756,normal
42,0.528401,-0.036844,0.00950979,normal
43,0.51894,-0.155505,-0.0338116,normal
44,0.536069,-0.137206,-0.0398692,normal
45,0.532924,-0.0245074,-0.0377635,normal
46,0.506246,-0.157152,-0.0910852,normal
47,0.530785,-0.140042,-0.0926851,normal
48,0.534462,-0.0115949,-0.0847186,normal
49,0.4968,-0.0403497,-0.142912,normal
50,0.496,0.239693,-0.131565,normal
51,0.499659,0.251308,-0.131778,normal
no,x,y,z,end
no,x,y,z,begin
0,0.925464,0.239694,-0.00207065,normal
1,0.915057,-0.156391,0.00308856,normal
2,0.907738,0.264775,0.00161028,normal
3,0.902949,0.280023,-0.00437987,normal
4,0.900112,-0.153028,-0.000507787,normal
5,0.51414,0.46671,0.541375,normal
6,0.510523,0.468388,0.522421,normal
7,0.548087,-0.0752037,0.0347848,normal
8,0.551742,-0.107223,-0.0066068,normal
9,0.555658,-0.0760514,0.00542302,normal
10,0.548059,-0.0464341,-0.00514203,normal
11,0.556129,-0.113191,-0.0435463,normal
12,0.570411,-0.075183,-0.0427852,normal
13,0.555418,-0.039682,-0.0457343,normal
14,0.559383,-0.114416,-0.0907372,normal
15,0.580438,-0.0756683,-0.0874557,normal
16,0.563065,-0.0310241,-0.0906958,normal
17,0.557389,-0.114977,-0.121291,normal
18,0.552849,-0.0528374,-0.118858,normal
19,0.559402,-0.042058,-0.119928,normal
20,0.47852,0.469076,0.547365,normal
21,0.50199,-0.107947,0.483561,normal
22,0.501722,-0.104457,0.483563,normal
23,0.480971,0.47091,0.506813,normal
24,0.502048,-0.108819,0.481811,normal
25,0.501131,-0.0970027,0.479907,normal
26,0.467131,0.484408,0.476472,normal
27,0.456928,0.493752,0.467084,normal
28,0.499233,-0.0861955,0.185962,normal
29,0.505127,-0.112842,0.145824,normal
30,0.505925,-0.0816777,0.15539,normal
31,0.49785,-0.0524301,0.141218,normal
32,0.516197,-0.113981,0.105132,normal
33,0.520545,-0.0794393,0.107313,normal
34,0.504441,-0.0479638,0.104285,normal
35,0.530579,-0.117477,0.0556912,normal
36,0.536708,-0.0785343,0.057894,normal
37,0.516081,-0.042759,0.0560507,normal
38,0.538945,-0.123977,0.00752574,normal
39,0.543197,-0.0822946,0.024974,normal
40,0.528661,-0.0372387,0.00944087,normal
41,0.517894,-0.157269,-0.0392465,normal
42,0.536784,-0.138494,-0.0400011,normal
43,0.532777,-0.0241912,-0.0381719,normal
44,0.506903,-0.158233,-0.0945262,normal
45,0.5313,-0.140583,-0.0947396,normal
46,0.531233,-0.0118211,-0.0866148,normal
47,0.520068,-0.00351028,-0.101111,normal
48,0.533859,-0.420955,-0.146895,normal
49,0.529845,-0.400102,-0.146507,normal
50,0.542778,-0.132751,-0.120133,normal
no,x,y,z,end
no,x,y,z,begin
0,0.920708,-0.257613,-0.00266868,normal
1,0.915927,-0.263375,-0.0213638,normal
2,0.910522,-0.276136,-0.0146417,normal
3,0.911438,-0.275119,-0.0163427,normal
4,0.636058,0.344389,-0.104844,normal
5,0.627894,0.368094,-0.0995272,normal
6,0.626233,0.337039,-0.118173,normal
7,0.631717,-0.440012,-0.11738,normal
8,0.596732,0.348195,-0.104505,normal
9,0.603586,0.362263,-0.0986299,normal
10,0.63705,-0.450978,-0.125382,normal
11,0.63196,-0.430425,-0.124026,normal
12,0.513097,0.468227,0.543246,normal
13,0.509663,0.469436,0.520352,normal
14,0.54802,-0.0775959,0.0361692,normal
15,0.551805,-0.107204,-0.00595671,normal
16,0.555798,-0.076167,0.0055946,normal
17,0.547791,-0.0466235,-0.00487037,normal
18,0.556544,-0.113594,-0.0431184,normal
19,0.570467,-0.0753017,-0.0427003,normal
20,0.555457,-0.0399008,-0.0456184,normal
21,0.559729,-0.114533,-0.0904077,normal
22,0.580739,-0.0756993,-0.0871971,normal
23,0.562978,-0.0306925,-0.0905206,normal
24,0.598985,-0.472659,-0.130944,normal
25,0.551038,-0.125173,-0.120391,normal
26,0.551342,-0.0529534,-0.121062,normal
27,0.554659,-0.0456372,-0.121905,normal
28,0.48259,0.46874,0.547099,normal
29,0.501607,-0.102907,0.484341,normal
30,0.480273,0.471144,0.506846,normal
31,0.502443,-0.0983779,0.48046,normal
32,0.466904,0.484704,0.477143,normal
33,0.457243,0.493696,0.469022,normal
34,0.499024,-0.0857982,0.185422,normal
35,0.504973,-0.111804,0.143153,normal
36,0.50594,-0.0813092,0.155182,normal
37,0.496923,-0.0525371,0.141525,normal
38,0.517133,-0.113599,0.105476,normal
39,0.520975,-0.0794449,0.107245,normal
40,0.504666,-0.0481665,0.103837,normal
41,0.53096,-0.117396,0.0558274,normal
42,0.536569,-0.0783402,0.0586955,normal
43,0.516234,-0.0427484,0.0563853,normal
44,0.539609,-0.123521,0.00742684,normal
45,0.542997,-0.0814505,0.0261831,normal
46,0.528433,-0.0372553,0.00939438,normal
47,0.519483,-0.156618,-0.0423692,normal
48,0.537008,-0.139279,-0.0409854,normal
49,0.532695,-0.024376,-0.0380675,normal
50,0.508809,-0.158687,-0.0900159,normal
51,0.532293,-0.140913,-0.094099,normal
52,0.535783,-0.0130803,-0.0815943,normal
53,0.555576,-0.472031,-0.138267,normal
54,0.541079,-0.419071,-0.145574,normal
55,0.536074,-0.394795,-0.14255,normal
56,0.545055,-0.131025,-0.119772,normal
57,0.535517,-0.011603,-0.119023,normal
no,x,y,z,end
no,x,y,z,begin
0,0.905818,0.0193797,0.0187779,normal
1,0.8962,0.0326463,0.00922135,normal
2,0.888492,0.0223536,0.0160051,normal
3,0.887917,0.026507,0.0169609,normal
4,0.512801,0.467948,0.543588,normal
5,0.509951,0.469088,0.52138,normal
6,0.548095,-0.0794505,0.0353765,normal
7,0.551743,-0.106726,-0.00568922,normal
8,0.555778,-0.0760377,0.00545891,normal
9,0.547969,-0.046917,-0.00552531,normal
10,0.55611,-0.113315,-0.0433468,normal
11,0.570569,-0.075095,-0.0426997,normal
12,0.5554,-0.0396399,-0.046129,normal
13,0.559306,-0.114222,-0.0910077,normal
14,0.580474,-0.0758276,-0.0867829,normal
15,0.5627,-0.0301589,-0.0893318,normal
16,0.558236,-0.113998,-0.122849,normal
17,0.563503,-0.100819,-0.128569,normal
18,0.482957,0.469744,0.549343,normal
19,0.480485,0.470806,0.507096,normal
20,0.466881,0.484079,0.47686,normal
21,0.458126,0.493877,0.467842,normal
22,0.499548,-0.0869249,0.186026,normal
23,0.505753,-0.111824,0.143759,normal
24,0.506027,-0.0811007,0.154994,normal
25,0.49749,-0.0524285,0.142944,normal
26,0.516853,-0.113896,0.105249,normal
27,0.520921,-0.0794266,0.107326,normal
28,0.504434,-0.0478139,0.103614,normal
29,0.530864,-0.11746,0.0557016,normal
30,0.536504,-0.0783653,0.0583607,normal
31,0.516272,-0.0429283,0.0560013,normal
32,0.539103,-0.12377,0.00741501,normal
