no,x,y,z,begin
33,0.542794,-0.0813877,0.025043,normal
34,0.528875,-0.0373803,0.00899448,normal
35,0.515616,-0.157026,-0.0477453,normal
36,0.536467,-0.139161,-0.0407788,normal
37,0.532555,-0.0246967,-0.037603,normal
38,0.506952,-0.158149,-0.0903151,normal
39,0.53206,-0.14025,-0.0943977,normal
40,0.532841,-0.01247,-0.0842939,normal
41,0.519134,-0.0042878,-0.0992732,normal
42,0.543461,-0.133566,-0.119858,normal
43,0.501714,-0.0378574,-0.143922,normal
no,x,y,z,end
no,x,y,z,begin
0,0.979934,-0.159802,0.0333084,normal
1,0.969299,-0.17286,0.0258256,normal
2,0.968948,-0.148625,0.0199602,normal
3,0.864421,-0.284875,-0.00360142,normal
4,0.869174,-0.276846,-0.00424998,normal
5,0.871617,-0.283912,-0.0219875,normal
6,0.859929,-0.288537,-0.00445232,normal
7,0.849262,-0.239894,-0.0082621,normal
8,0.846455,-0.22871,-0.00969248,normal
9,0.854854,-0.230783,-0.0212399,normal
10,0.852892,-0.229184,-0.0213439,normal
11,0.632273,-0.51308,-0.124842,normal
12,0.519689,0.46084,0.547816,normal
13,0.517937,0.462683,0.516417,normal
14,0.547672,-0.0642505,-0.00663146,normal
15,0.545715,-0.0457014,-0.00993739,normal
16,0.549383,-0.107122,-0.0642645,normal
17,0.5564,-0.0710785,-0.0459374,normal
18,0.550624,-0.0360223,-0.0471488,normal
19,0.58207,-0.529264,-0.117059,normal
20,0.552566,-0.110576,-0.0883078,normal
21,0.566072,-0.0759889,-0.0867137,normal
22,0.559982,-0.0277894,-0.0873892,normal
23,0.58944,-0.563019,-0.136251,normal
24,0.601274,-0.531329,-0.130623,normal
25,0.543671,-0.0260629,-0.138858,normal
26,0.476745,0.460168,0.545225,normal
27,0.481618,0.464775,0.505898,normal
28,0.471702,0.480486,0.475494,normal
29,0.456919,0.493752,0.465337,normal
30,0.499422,-0.0694585,0.139145,normal
31,0.496371,-0.0543026,0.136672,normal
32,0.507765,-0.0766984,0.106093,normal
33,0.502676,-0.0469047,0.103399,normal
34,0.504488,-0.110646,0.0483205,normal
35,0.522167,-0.0791156,0.0573532,normal
36,0.515827,-0.0408078,0.056087,normal
37,0.506786,-0.165079,-0.0139847,normal
38,0.513444,-0.118475,0.00133927,normal
39,0.535726,-0.0814204,0.0116716,normal
40,0.52988,-0.0356979,0.00896701,normal
41,0.515631,-0.165118,-0.0397097,normal
42,0.527671,-0.129582,-0.0424851,normal
43,0.538729,-0.0945627,-0.0358583,normal
44,0.534468,-0.0220699,-0.0329802,normal
45,0.514101,-0.163953,-0.0887772,normal
46,0.537349,-0.136327,-0.0893723,normal
47,0.535887,-0.0113948,-0.067962,normal
48,0.552011,-0.571898,-0.140134,normal
49,0.565229,-0.538084,-0.135274,normal
50,0.497812,-0.0603829,-0.14074,normal
51,0.516166,-0.0332014,-0.139441,normal
52,0.521358,-0.000820782,-0.146213,normal
no,x,y,z,end
no,x,y,z,begin
0,0.91247,-0.275674,-0.0190876,normal
1,0.91864,-0.258943,-0.00876442,normal
2,0.906042,0.269191,0.00554875,normal
3,0.900829,0.279551,-0.00638433,normal
4,0.913704,-0.275579,-0.0214553,normal
5,0.914851,-0.263558,-0.0211587,normal
6,0.910279,-0.276952,-0.0183711,normal
7,0.909976,-0.25973,-0.0110354,normal
8,0.909299,-0.265806,-0.0253327,normal
9,0.726202,-0.302332,-0.0421315,normal
10,0.744184,-0.284697,-0.0434808,normal
11,0.71098,-0.316996,-0.0607132,normal
12,0.519437,0.460976,0.549727,normal
13,0.517936,0.462827,0.516116,normal
14,0.54775,-0.0645996,-0.00778221,normal
15,0.545686,-0.0449595,-0.0106781,normal
16,0.549431,-0.108385,-0.0635861,normal
17,0.556433,-0.0711843,-0.0459045,normal
18,0.55075,-0.0355368,-0.0470012,normal
19,0.552448,-0.11063,-0.0877896,normal
20,0.566336,-0.0759336,-0.0877193,normal
21,0.561104,-0.0286621,-0.0875631,normal
22,0.480345,0.460813,0.547085,normal
23,0.481831,0.464676,0.506073,normal
24,0.4714,0.480433,0.475353,normal
25,0.45754,0.493466,0.464843,normal
26,0.498964,-0.0689452,0.139656,normal
27,0.496334,-0.0541193,0.136564,normal
28,0.507991,-0.0768306,0.106191,normal
29,0.502477,-0.0468694,0.103452,normal
30,0.504238,-0.110689,0.0491298,normal
31,0.522391,-0.0790423,0.0572992,normal
32,0.515692,-0.0405928,0.0559543,normal
33,0.506719,-0.16351,-0.0136169,normal
34,0.513348,-0.118959,0.00149803,normal
35,0.535772,-0.0809184,0.0113088,normal
36,0.529537,-0.0356363,0.00894025,normal
37,0.515366,-0.164573,-0.0401023,normal
38,0.527393,-0.129946,-0.0421746,normal
39,0.538362,-0.0945778,-0.0358125,normal
40,0.534755,-0.0216812,-0.0324225,normal
41,0.514448,-0.16459,-0.0883549,normal
42,0.536982,-0.136292,-0.0900606,normal
43,0.524468,-0.407547,-0.14653,normal
44,0.533712,-0.394774,-0.144132,normal
no,x,y,z,end
no,x,y,z,begin
0,0.918416,-0.276856,-0.0166474,normal
1,0.921578,-0.258092,-0.0103763,normal
2,0.904104,-0.126745,0.00496624,normal
3,0.905132,-0.116797,0.00455809,normal
4,0.91512,-0.276569,-0.0209873,normal
5,0.915226,-0.264462,-0.0214003,normal
6,0.894293,-0.282951,-0.00504646,normal
7,0.900612,-0.268671,-0.00657807,normal
8,0.896529,-0.128469,0.0143603,normal
9,0.898385,-0.11712,0.00984792,normal
10,0.910616,-0.277712,-0.019911,normal
11,0.91139,-0.275118,-0.0258105,normal
12,0.631032,-0.514396,-0.12563,normal
13,0.521434,0.460684,0.548249,normal
14,0.518288,0.462963,0.51592,normal
15,0.547693,-0.0645227,-0.00670414,normal
16,0.545819,-0.0443205,-0.0103399,normal
17,0.549619,-0.11048,-0.0635549,normal
18,0.556351,-0.071007,-0.0458905,normal
19,0.550817,-0.0356664,-0.0465817,normal
20,0.607829,-0.546891,-0.116856,normal
21,0.552357,-0.110959,-0.087451,normal
22,0.566119,-0.0759331,-0.0868363,normal
23,0.561093,-0.0280057,-0.0871961,normal
24,0.589318,-0.562899,-0.135659,normal
25,0.601768,-0.532489,-0.130349,normal
26,0.480261,0.459473,0.542216,normal
27,0.500807,-0.0922447,0.487942,normal
28,0.481606,0.464935,0.506175,normal
29,0.50569,-0.0896058,0.473799,normal
30,0.47089,0.481247,0.475272,normal
31,0.457221,0.493695,0.464652,normal
32,0.498697,-0.0687831,0.139287,normal
33,0.496398,-0.0546198,0.137149,normal
34,0.507491,-0.0771007,0.105954,normal
35,0.502749,-0.0465058,0.103094,normal
36,0.504323,-0.110938,0.0478052,normal
37,0.52235,-0.0790545,0.0572931,normal
38,0.516833,-0.0405824,0.0559025,normal
39,0.507314,-0.164259,-0.0136697,normal
40,0.513507,-0.11868,0.00124991,normal
41,0.535778,-0.0813211,0.0116498,normal
42,0.530497,-0.0354236,0.00941105,normal
43,0.515261,-0.164858,-0.0406397,normal
44,0.526889,-0.130077,-0.0419782,normal
45,0.538891,-0.0945694,-0.035769,normal
46,0.534591,-0.0206693,-0.0331769,normal
47,0.51377,-0.16455,-0.0883846,normal
48,0.536487,-0.136653,-0.0902181,normal
49,0.542068,-0.568588,-0.141746,normal
50,0.565071,-0.537184,-0.135321,normal
51,0.4973,-0.0600332,-0.140554,normal
52,0.507987,-0.0422176,-0.137432,normal
no,x,y,z,end
no,x,y,z,begin
0,0.921564,0.271535,0.021881,normal
1,0.904798,0.266481,0.00638476,normal
2,0.901657,0.279735,-0.00583778,normal
3,0.766615,-0.337908,-0.0558546,normal
4,0.789418,-0.323455,-0.0618428,normal
5,0.722217,0.240844,-0.0516643,normal
6,0.766387,-0.336598,-0.0808054,normal
7,0.780107,-0.322741,-0.0728833,normal
8,0.762237,-0.340558,-0.062728,normal
9,0.762954,-0.335961,-0.056186,normal
10,0.703961,0.25001,-0.0504439,normal
11,0.701402,0.265347,-0.0463001,normal
12,0.753646,-0.35343,-0.0801804,normal
13,0.765303,-0.335388,-0.0783983,normal
14,0.520597,0.460634,0.548664,normal
15,0.518361,0.46284,0.515352,normal
16,0.548219,-0.0646333,-0.00772303,normal
17,0.546006,-0.0441957,-0.0101109,normal
18,0.549665,-0.110966,-0.0640092,normal
19,0.556646,-0.0711323,-0.0460157,normal
20,0.551022,-0.0355879,-0.046526,normal
21,0.552932,-0.110519,-0.0879699,normal
22,0.566058,-0.0760575,-0.0870009,normal
23,0.56095,-0.0276411,-0.0876266,normal
24,0.481225,0.439161,0.543548,normal
25,0.478155,0.460336,0.54538,normal
26,0.481489,0.464874,0.506271,normal
27,0.472138,0.480343,0.4755,normal
28,0.45754,0.493466,0.464843,normal
29,0.499588,-0.0687653,0.138363,normal
30,0.496334,-0.0541193,0.136564,normal
31,0.50776,-0.0771686,0.105876,normal
32,0.502718,-0.0464309,0.103359,normal
33,0.504483,-0.110641,0.049174,normal
34,0.522477,-0.0790678,0.0573447,normal
35,0.5168,-0.0406044,0.0561861,normal
36,0.507025,-0.163918,-0.0134674,normal
37,0.513092,-0.118925,0.00154899,normal
38,0.535385,-0.0810154,0.0114139,normal
39,0.530668,-0.0355545,0.00960493,normal
40,0.515436,-0.165224,-0.040453,normal
41,0.527431,-0.129843,-0.0419777,normal
42,0.539033,-0.0944831,-0.0356134,normal
43,0.534132,-0.0208505,-0.0331888,normal
44,0.513965,-0.163959,-0.0891731,normal
45,0.537225,-0.136386,-0.0898535,normal
46,0.538949,-0.0121276,-0.0687009,normal
47,0.527713,-0.406733,-0.147084,normal
48,0.534211,-0.395165,-0.143078,normal
49,0.497643,-0.0595957,-0.141646,normal
50,0.506871,-0.0428313,-0.138265,normal
no,x,y,z,end
no,x,y,z,begin
0,0.864905,-0.283606,-0.00479992,normal
1,0.865401,-0.27461,-0.0167345,normal
2,0.871215,-0.284922,-0.0215263,normal
3,0.864837,-0.265539,-0.0348802,normal
4,0.859627,-0.286942,-0.00685117,normal
5,0.859329,-0.273713,-0.0346062,normal
6,0.598578,-0.0855769,-0.101462,normal
7,0.52015,0.460486,0.547309,normal
8,0.518436,0.462562,0.515602,normal
9,0.547786,-0.0648402,-0.00729752,normal
10,0.545942,-0.0444853,-0.0102071,normal
11,0.549511,-0.109436,-0.0643615,normal
12,0.556407,-0.0710238,-0.045803,normal
13,0.551252,-0.0361934,-0.0463994,normal
14,0.552445,-0.110525,-0.088263,normal
15,0.565815,-0.0763585,-0.0869605,normal
16,0.560534,-0.0280749,-0.0873247,normal
17,0.478309,0.460407,0.544888,normal
18,0.481447,0.464858,0.506094,normal
19,0.507029,-0.0889676,0.473104,normal
20,0.472186,0.480257,0.475235,normal
21,0.457725,0.493603,0.463805,normal
22,0.499476,-0.0694668,0.139406,normal
23,0.496084,-0.0540967,0.137123,normal
24,0.50772,-0.0769598,0.10578,normal
25,0.502618,-0.0463586,0.104171,normal
26,0.504938,-0.110809,0.0466873,normal
27,0.522143,-0.0790682,0.057342,normal
28,0.516694,-0.0407181,0.0560837,normal
29,0.507018,-0.164119,-0.0133433,normal
30,0.513541,-0.118705,0.00144324,normal
31,0.535702,-0.0810066,0.0115362,normal
32,0.530393,-0.0356475,0.00958452,normal
33,0.515734,-0.164439,-0.0403512,normal
34,0.527239,-0.129691,-0.0420764,normal
35,0.538662,-0.0946591,-0.0358502,normal
36,0.534362,-0.0203055,-0.0347156,normal
37,0.513608,-0.16493,-0.0888124,normal
38,0.537299,-0.13615,-0.0891664,normal
39,0.498001,-0.0603576,-0.139807,normal
40,0.507577,-0.042107,-0.138736,normal
no,x,y,z,end
no,x,y,z,begin
0,0.965208,-0.240689,0.0130152,normal
1,0.952952,-0.243267,0.00129819,normal
2,0.924297,-0.177556,0.0141753,normal
3,0.922326,-0.166192,0.00492693,normal
4,0.88066,-0.128762,-0.00876412,normal
5,0.875327,-0.111996,-0.00675771,normal
6,0.86733,-0.112315,-0.020204,normal
7,0.613556,-0.0760295,-0.101895,normal
8,0.519705,0.460885,0.548836,normal
9,0.517939,0.462974,0.514736,normal
10,0.547911,-0.0649266,-0.00732929,normal
11,0.546359,-0.0440156,-0.01055,normal
12,0.549419,-0.108141,-0.0636324,normal
13,0.556584,-0.0711096,-0.0460633,normal
14,0.551353,-0.0352888,-0.0468086,normal
15,0.552435,-0.110197,-0.0883477,normal
16,0.566535,-0.0761982,-0.0873026,normal
17,0.560473,-0.0275248,-0.0872642,normal
18,0.478066,0.460718,0.54475,normal
19,0.481324,0.464797,0.505977,normal
20,0.506869,-0.0884538,0.473234,normal
21,0.471843,0.4807,0.475285,normal
22,0.457725,0.493603,0.463805,normal
23,0.498862,-0.0686167,0.139394,normal
24,0.495923,-0.0520109,0.13694,normal
25,0.507566,-0.0770472,0.105856,normal
26,0.502524,-0.0460471,0.105243,normal
27,0.504508,-0.110983,0.0470474,normal
28,0.522338,-0.0790262,0.057289,normal
29,0.517255,-0.0404318,0.0561008,normal
30,0.506772,-0.163441,-0.0139198,normal
31,0.513668,-0.118538,0.00143704,normal
32,0.535686,-0.0811554,0.0115979,normal
33,0.530286,-0.0353799,0.00947578,normal
34,0.515334,-0.164504,-0.0397291,normal
35,0.527165,-0.129798,-0.0422046,normal
36,0.538846,-0.0947815,-0.0361657,normal
37,0.534924,-0.0211231,-0.031591,normal
38,0.513941,-0.164726,-0.0887641,normal
39,0.536869,-0.13606,-0.0894818,normal
40,0.498561,-0.0602904,-0.141627,normal
41,0.509994,-0.0409215,-0.137823,normal
no,x,y,z,end
no,x,y,z,begin
0,0.963993,-0.14444,0.0132113,normal
1,0.936862,-0.180551,0.0339831,normal
2,0.940244,-0.168141,0.034394,normal
3,0.922341,-0.259972,-0.00196303,normal
4,0.92898,-0.177321,0.0173736,normal
5,0.926851,-0.166505,0.0108842,normal
6,0.914474,-0.275731,-0.0203585,normal
7,0.914845,-0.265476,-0.0214388,normal
8,0.907063,-0.279627,-0.0159853,normal
9,0.910116,-0.263683,-0.00768724,normal
10,0.910616,-0.277712,-0.019911,normal
11,0.698997,-0.450717,-0.111281,normal
12,0.70137,-0.417709,-0.103552,normal
13,0.672112,-0.41759,-0.118991,normal
14,0.671139,-0.470181,-0.118058,normal
15,0.668662,-0.416785,-0.116317,normal
16,0.671246,-0.471674,-0.119556,normal
17,0.670181,-0.418621,-0.119807,normal
18,0.519331,0.461188,0.550141,normal
19,0.519056,0.462351,0.5164,normal
20,0.547725,-0.0647796,-0.00744189,normal
21,0.546296,-0.043899,-0.0107313,normal
22,0.549651,-0.110035,-0.0631504,normal
23,0.556486,-0.070876,-0.0457412,normal
24,0.551323,-0.0354157,-0.0464983,normal
25,0.552452,-0.110838,-0.0872438,normal
26,0.566254,-0.0758362,-0.0866946,normal
27,0.560718,-0.0279636,-0.0872617,normal
28,0.480692,0.460677,0.548639,normal
29,0.481878,0.46474,0.506178,normal
30,0.507069,-0.0894394,0.473204,normal
31,0.471871,0.480053,0.475424,normal
32,0.456919,0.493752,0.465337,normal
33,0.499965,-0.0691414,0.139028,normal
34,0.496467,-0.0500398,0.137054,normal
35,0.507866,-0.0771104,0.106035,normal
36,0.502434,-0.0461384,0.10541,normal
37,0.504545,-0.110943,0.0475695,normal
38,0.522417,-0.07905,0.0572175,normal
39,0.516968,-0.040322,0.0562452,normal
40,0.507272,-0.163583,-0.0135605,normal
41,0.513035,-0.119501,0.000881806,normal
42,0.535729,-0.0809761,0.011418,normal
43,0.530876,-0.0357359,0.00961803,normal
44,0.515378,-0.164439,-0.0399209,normal
45,0.527109,-0.129923,-0.0421481,normal
46,0.538952,-0.0947995,-0.0364536,normal
47,0.534872,-0.0203915,-0.0328568,normal
48,0.513419,-0.164586,-0.0888644,normal
49,0.536962,-0.136665,-0.0898606,normal
50,0.497831,-0.0602542,-0.140869,normal
51,0.506952,-0.0421863,-0.136594,normal
no,x,y,z,end
no,x,y,z,begin
0,0.863806,-0.234469,0.00684725,normal
1,0.880742,-0.128673,-0.00875545,normal
2,0.875573,-0.113036,-0.00808845,normal
3,0.859998,-0.232451,-0.0210431,normal
4,0.86733,-0.112315,-0.020204,normal
5,0.851486,-0.235745,-0.00124966,normal
6,0.849962,-0.228062,-0.0031516,normal
7,0.855709,-0.231463,-0.0211264,normal
8,0.851487,-0.227984,-0.0211873,normal
9,0.519226,0.461157,0.549442,normal
10,0.517753,0.463127,0.514209,normal
11,0.547813,-0.0641849,-0.00746152,normal
12,0.546242,-0.0443244,-0.0102452,normal
13,0.549455,-0.109505,-0.0641071,normal
14,0.556539,-0.0712039,-0.0459287,normal
15,0.551449,-0.0356093,-0.0465823,normal
16,0.552456,-0.11061,-0.0878772,normal
17,0.56614,-0.0759567,-0.0868353,normal
18,0.5611,-0.0281027,-0.0875812,normal
19,0.481087,0.461413,0.549504,normal
20,0.480967,0.46465,0.506448,normal
21,0.506319,-0.0888014,0.473377,normal
22,0.471146,0.480879,0.475398,normal
23,0.457725,0.493603,0.463805,normal
24,0.498917,-0.0687446,0.139195,normal
25,0.495987,-0.0529079,0.136047,normal
26,0.507784,-0.0766354,0.10626,normal
27,0.502328,-0.0461521,0.105023,normal
28,0.504618,-0.110883,0.0473072,normal
29,0.52221,-0.0790894,0.0573559,normal
30,0.517539,-0.0405774,0.056092,normal
31,0.506691,-0.163788,-0.0131111,normal
32,0.513364,-0.118888,0.00146203,normal
33,0.535659,-0.081116,0.0113433,normal
34,0.530638,-0.0353651,0.00956976,normal
35,0.515586,-0.164397,-0.0403374,normal
36,0.527613,-0.129526,-0.04241,normal
37,0.539087,-0.094785,-0.0359083,normal
38,0.534234,-0.0204694,-0.0335446,normal
39,0.514069,-0.164549,-0.0890219,normal
40,0.53705,-0.136425,-0.0897135,normal
41,0.496825,-0.060399,-0.14088,normal
42,0.506191,-0.0411381,-0.138136,normal
no,x,y,z,end
no,x,y,z,begin
0,0.980925,-0.149657,0.0325204,normal
1,0.95965,-0.221768,0.0134406,normal
2,0.971206,-0.198457,0.0149007,normal
3,0.967748,-0.145972,0.0185592,normal
4,0.917832,-0.311534,-0.00946231,normal
5,0.921219,-0.258255,-0.00407773,normal
6,0.903839,-0.126942,0.00629704,normal
7,0.905358,-0.116616,0.00768308,normal
8,0.896262,0.259872,0.0028169,normal
9,0.900984,0.280447,-0.00856313,normal
10,0.913051,-0.275587,-0.021779,normal
11,0.91452,-0.265593,-0.021496,normal
12,0.902222,-0.332973,-0.0036297,normal
13,0.909174,-0.315242,0.00156491,normal
14,0.910077,-0.262155,-0.0104989,normal
15,0.896492,-0.12985,0.0163541,normal
16,0.898115,-0.119219,0.01341,normal
17,0.867464,0.25507,-0.00843644,normal
18,0.891734,-0.34532,-0.0199486,normal
19,0.911027,-0.276939,-0.0260222,normal
20,0.91139,-0.275118,-0.0258105,normal
21,0.736246,-0.246761,-0.0613663,normal
22,0.734234,-0.237124,-0.0604094,normal
23,0.732224,-0.249696,-0.0779724,normal
24,0.694728,-0.44396,-0.112821,normal
25,0.698641,-0.415948,-0.104262,normal
26,0.672283,-0.419816,-0.118992,normal
27,0.66802,-0.416805,-0.116578,normal
28,0.670124,-0.417877,-0.119807,normal
29,0.520768,0.46062,0.54835,normal
30,0.51801,0.462817,0.515451,normal
31,0.547603,-0.0646861,-0.00713822,normal
32,0.546267,-0.0436673,-0.00958765,normal
33,0.54946,-0.109548,-0.0638096,normal
34,0.556369,-0.0711562,-0.0459037,normal
35,0.551167,-0.0354018,-0.0466047,normal
36,0.55224,-0.110764,-0.0878531,normal
37,0.566235,-0.0762911,-0.0873761,normal
38,0.561047,-0.028182,-0.0873188,normal
39,0.478554,0.460782,0.545135,normal
40,0.481568,0.464686,0.505903,normal
41,0.505543,-0.0905203,0.474928,normal
42,0.471033,0.480657,0.475176,normal
43,0.457221,0.493695,0.464652,normal
44,0.499035,-0.0690568,0.139179,normal
45,0.495737,-0.0497037,0.135157,normal
46,0.507824,-0.0765913,0.106254,normal
47,0.503134,-0.0460838,0.104945,normal
48,0.504638,-0.111008,0.0475994,normal
49,0.522158,-0.0790902,0.0572333,normal
50,0.517714,-0.0404672,0.0561292,normal
51,0.50673,-0.163662,-0.013899,normal
52,0.51345,-0.118913,0.00117664,normal
53,0.535362,-0.0812219,0.0114136,normal
54,0.530988,-0.0353236,0.00973143,normal
55,0.515011,-0.165223,-0.0402111,normal
56,0.527335,-0.129704,-0.0422067,normal
57,0.538866,-0.0945606,-0.0354716,normal
58,0.534505,-0.0206903,-0.0330109,normal
59,0.513598,-0.165011,-0.0889541,normal
60,0.536712,-0.13668,-0.0897981,normal
61,0.497342,-0.0610184,-0.140802,normal
62,0.509621,-0.04181,-0.136757,normal
no,x,y,z,end
no,x,y,z,begin
0,0.913223,-0.276739,-0.0184644,normal
1,0.917203,-0.257081,-0.0118001,normal
2,0.924439,-0.177214,0.00890657,normal
3,0.921749,-0.162099,0.00545068,normal
4,0.905766,-0.118691,0.00599562,normal
5,0.913429,-0.275181,-0.0202488,normal
6,0.914158,-0.254081,-0.0217444,normal
7,0.89543,-0.283332,-0.00875604,normal
8,0.901764,-0.268356,-0.00780994,normal
9,0.895897,-0.136528,-0.0100323,normal
10,0.898469,-0.117481,0.011681,normal
11,0.909493,-0.265321,-0.0255359,normal
12,0.519637,0.460615,0.547902,normal
13,0.517813,0.462806,0.515397,normal
14,0.548229,-0.0637672,-0.00625916,normal
15,0.547023,-0.0450438,-0.00740777,normal
16,0.549467,-0.107506,-0.0643629,normal
17,0.55717,-0.0709871,-0.0458753,normal
18,0.552328,-0.0356425,-0.0469064,normal
19,0.552845,-0.110491,-0.0882848,normal
20,0.566103,-0.076163,-0.0870602,normal
21,0.561409,-0.0273254,-0.0872498,normal
22,0.471125,0.442158,0.546735,normal
23,0.476247,0.45942,0.545413,normal
24,0.500785,-0.0922446,0.483568,normal
25,0.480583,0.465071,0.505954,normal
26,0.505756,-0.0895237,0.474499,normal
27,0.470827,0.481082,0.475549,normal
28,0.457206,0.493841,0.463924,normal
29,0.499317,-0.0663325,0.143529,normal
30,0.496974,-0.0523777,0.140753,normal
31,0.508536,-0.0770664,0.105849,normal
32,0.504089,-0.045873,0.105738,normal
33,0.504273,-0.110759,0.0477083,normal
34,0.522986,-0.0791288,0.0572926,normal
35,0.518368,-0.0403448,0.0561223,normal
36,0.507076,-0.163737,-0.0137809,normal
37,0.513248,-0.118838,0.00155187,normal
38,0.535767,-0.0816533,0.0116593,normal
39,0.530931,-0.0347243,0.00982906,normal
40,0.514869,-0.164907,-0.0404289,normal
41,0.527487,-0.129728,-0.0423994,normal
42,0.538832,-0.0946863,-0.035834,normal
43,0.535232,-0.0215463,-0.0327499,normal
44,0.513786,-0.164674,-0.0890237,normal
45,0.536815,-0.136483,-0.089201,normal
46,0.500902,-0.0603267,-0.140024,normal
47,0.510082,-0.0413804,-0.138267,normal
no,x,y,z,end
no,x,y,z,begin
0,1.01235,-0.228846,0.0338323,normal
1,1.01201,-0.229178,0.0241216,normal
2,1.00458,-0.238164,0.032407,normal
3,1.00332,-0.238052,0.0249728,normal
4,0.903191,0.265576,0.00519525,normal
5,0.898214,0.285576,-0.00251879,normal
6,0.759543,-0.244506,-0.0369912,normal
7,0.74171,-0.24655,-0.0566736,normal
8,0.736029,-0.236366,-0.061682,normal
9,0.701453,0.2501,-0.0495425,normal
10,0.698318,0.264902,-0.0492847,normal
11,0.731692,-0.249769,-0.0773202,normal
12,0.681857,0.263736,-0.0690026,normal
13,0.52099,0.459915,0.545801,normal
14,0.518856,0.462363,0.516206,normal
15,0.548802,-0.0636164,-0.00639439,normal
16,0.547493,-0.0450475,-0.00724272,normal
17,0.549306,-0.107597,-0.0644839,normal
18,0.55729,-0.0709773,-0.0457526,normal
19,0.552361,-0.0353501,-0.046788,normal
20,0.552548,-0.110525,-0.0876012,normal
21,0.566673,-0.0760751,-0.0866917,normal
22,0.561782,-0.028058,-0.0868858,normal
23,0.479699,0.461093,0.548784,normal
24,0.481919,0.464807,0.505915,normal
25,0.50518,-0.0893839,0.474021,normal
26,0.472249,0.480078,0.475295,normal
27,0.45754,0.493466,0.464843,normal
28,0.499086,-0.0660742,0.143967,normal
29,0.496889,-0.0522415,0.140292,normal
30,0.508673,-0.0763886,0.105912,normal
31,0.503738,-0.0460777,0.105777,normal
32,0.504872,-0.110937,0.046876,normal
33,0.522659,-0.0791377,0.0572607,normal
34,0.518597,-0.0404638,0.0561472,normal
35,0.507017,-0.163955,-0.0135321,normal
36,0.513352,-0.118532,0.00157896,normal
37,0.53575,-0.0816084,0.0115886,normal
38,0.530711,-0.0347111,0.00998026,normal
39,0.515068,-0.164905,-0.0403901,normal
40,0.527543,-0.129489,-0.042593,normal
41,0.538902,-0.0948187,-0.036011,normal
42,0.534082,-0.0213257,-0.0319494,normal
43,0.513759,-0.164547,-0.0886758,normal
44,0.537157,-0.13623,-0.0896387,normal
45,0.500832,-0.0608968,-0.139867,normal
46,0.509088,-0.0420245,-0.137029,normal
no,x,y,z,end
no,x,y,z,begin
0,0.91917,-0.276091,-0.0144164,normal
1,0.921215,-0.259108,-0.00911839,normal
2,0.903836,0.26559,0.00542042,normal
3,0.902309,0.282377,-0.00388931,normal
4,0.916061,-0.27556,-0.0211564,normal
5,0.914502,-0.265726,-0.0214852,normal
6,0.911304,-0.276816,-0.0190758,normal
7,0.909693,-0.260736,-0.00800303,normal
8,0.91147,-0.276167,-0.025811,normal
9,0.91018,-0.265226,-0.0248499,normal
10,0.726072,-0.350012,-0.0563877,normal
11,0.72521,-0.355885,-0.0751324,normal
12,0.712848,-0.353299,-0.0629365,normal
13,0.519616,0.460751,0.548214,normal
14,0.518968,0.462104,0.516867,normal
15,0.548583,-0.0640142,-0.00548378,normal
16,0.547177,-0.0447536,-0.00744863,normal
17,0.54958,-0.108357,-0.064477,normal
18,0.557115,-0.0711472,-0.0458879,normal
19,0.552292,-0.0357472,-0.0463787,normal
20,0.552954,-0.110106,-0.0881403,normal
21,0.566498,-0.0761139,-0.0869259,normal
22,0.56152,-0.027789,-0.0871,normal
23,0.479432,0.46146,0.548965,normal
24,0.500803,-0.0922447,0.487068,normal
25,0.481853,0.464849,0.505833,normal
26,0.503949,-0.0894956,0.475008,normal
27,0.472149,0.480159,0.475221,normal
28,0.456919,0.493752,0.465337,normal
29,0.499154,-0.0660982,0.144081,normal
30,0.49644,-0.0514692,0.140289,normal
31,0.50874,-0.0769138,0.105766,normal
32,0.503976,-0.0460029,0.10591,normal
33,0.504501,-0.11067,0.0474644,normal
34,0.522746,-0.0791641,0.057362,normal
35,0.518512,-0.0403558,0.0560717,normal
36,0.50696,-0.16392,-0.0131988,normal
37,0.513214,-0.119011,0.0012932,normal
38,0.535503,-0.0820922,0.011965,normal
39,0.530663,-0.0347016,0.0100541,normal
40,0.515087,-0.165774,-0.0409368,normal
41,0.527563,-0.129696,-0.0423879,normal
42,0.538899,-0.0948881,-0.0356978,normal
43,0.534598,-0.0204618,-0.0338855,normal
44,0.513738,-0.164154,-0.0887797,normal
45,0.537233,-0.136017,-0.0896462,normal
46,0.524646,-0.406141,-0.149448,normal
47,0.535378,-0.393812,-0.143287,normal
48,0.552399,-0.343446,-0.135225,normal
49,0.51218,-0.0626244,-0.140584,normal
50,0.509459,-0.0418539,-0.136561,normal
no,x,y,z,end
no,x,y,z,begin
0,0.981459,-0.191201,0.0411548,normal
1,0.98873,-0.19454,0.0287223,normal
2,0.921674,-0.257272,-0.00178614,normal
3,0.926071,-0.176358,0.012484,normal
4,0.9231,-0.165989,0.00556013,normal
5,0.913429,-0.275181,-0.0202488,normal
6,0.914646,-0.264809,-0.0215506,normal
7,0.897717,-0.286923,-0.0133456,normal
8,0.909976,-0.262371,-0.0073972,normal
9,0.90828,-0.280009,-0.0209402,normal
10,0.906753,-0.267054,-0.0269665,normal
11,0.759635,-0.245597,-0.0354595,normal
